SYMBOL,luminal.pregnant,luminal.lactation,FDR,AveExpr,P value,MCL1.LA,MCL1.LB,MCL1.DI,MCL1.DJ,MCL1.DK,MCL1.DL,MCL1.LC,MCL1.LD,MCL1.DG,MCL1.DH,MCL1.LE,MCL1.LF,MCL1.LA CPM,MCL1.LB CPM,MCL1.DI CPM,MCL1.DJ CPM,MCL1.DK CPM,MCL1.DL CPM,MCL1.LC CPM,MCL1.LD CPM,MCL1.DG CPM,MCL1.DH CPM,MCL1.LE CPM,MCL1.LF CPM
Metrnl,0,-1.61777362725481,2.05531213177794e-8,3.51532753789691,1.45268575192075e-9,203,239,352,385,262,214,403,306,362,330,100,43,9.955,11.010,14.605,16.986,12.169,10.692,18.119,13.917,15.585,15.153,4.045,1.744
Vipr1,0,1.32637612159812,2.05914312707482e-8,5.679135768067,1.45615110572052e-9,2606,2484,204,140,632,815,1388,740,226,193,1477,1804,127.795,114.427,8.464,6.177,29.355,40.719,62.406,33.654,9.730,8.862,59.740,73.163
Tmc5,0,1.10597641380434,2.06591877886526e-8,4.19461866923043,1.46170271597847e-9,629,780,44,27,34,23,711,453,20,19,800,747,30.845,35.931,1.826,1.191,1.579,1.149,31.967,20.602,0.861,0.872,32.357,30.295
P4ha1,0,1.10850756242501,2.07001783884211e-8,5.83271654712341,1.46536455422651e-9,424,364,2911,2649,2529,2045,129,106,2805,2536,150,165,20.792,16.768,120.785,116.874,117.468,102.171,5.800,4.821,120.761,116.448,6.067,6.692
Kif11,0,1.25639624385895,2.19592175908101e-8,3.70917703516653,1.55691571792528e-9,422,462,245,218,48,35,319,204,334,334,447,325,20.694,21.282,10.166,9.618,2.230,1.749,14.342,9.278,14.379,15.337,18.080,13.181
Pcbd1,0,1.76056690119865,2.26834824141149e-8,3.16395374852963,1.60910092698089e-9,53,61,389,391,581,541,26,26,153,116,65,45,2.599,2.810,16.141,17.251,26.986,27.029,1.169,1.182,6.587,5.327,2.629,1.825
Sytl3,0,2.01132241179756,2.27585315350934e-8,1.14516529644358,1.61526205273171e-9,69,98,10,15,6,7,31,58,14,11,110,116,3.384,4.514,0.415,0.662,0.279,0.350,1.394,2.638,0.603,0.505,4.449,4.704
Porcn,0,-1.50565992133123,2.29637072546611e-8,4.10194380296348,1.63151398906327e-9,282,263,1013,1139,577,530,181,153,338,415,24,49,13.829,12.115,42.032,50.253,26.801,26.480,8.138,6.958,14.552,19.056,0.971,1.987
Fignl1,0,2.04778343401834,2.31853107409084e-8,1.56186960323553,1.64811142247452e-9,142,155,46,27,6,7,55,23,65,47,101,98,6.963,7.140,1.909,1.191,0.279,0.350,2.473,1.046,2.798,2.158,4.085,3.974
1810037I17Rik,0,2.65717147353092,2.371387041525e-8,-0.221117199371275,1.68655622034211e-9,16,11,22,18,21,28,7,3,25,20,20,20,0.785,0.507,0.913,0.794,0.975,1.399,0.315,0.136,1.076,0.918,0.809,0.811
Sh3yl1,0,-1.63170553904073,2.40836879886398e-8,3.08705706330335,1.71463027550749e-9,296,350,134,145,170,182,250,405,132,135,68,65,14.515,16.123,5.560,6.397,7.896,9.093,11.240,18.419,5.683,6.199,2.750,2.636
Sv2c,0,3.25159712878859,2.45975796209816e-8,1.53038649046943,1.75212164340926e-9,144,224,10,6,0,1,19,27,8,17,71,205,7.062,10.319,0.415,0.265,0.000,0.050,0.854,1.228,0.344,0.781,2.872,8.314
Gm10734,0,1.58449016478559,2.53327439367145e-8,0.356811144012869,1.80635261596647e-9,5,5,26,32,26,31,34,19,19,19,54,45,0.245,0.230,1.079,1.412,1.208,1.549,1.529,0.864,0.818,0.872,2.184,1.825
Shisa8,0,-3.23977789880436,2.54046842717492e-8,2.36473892291841,1.81241704267713e-9,5,18,307,261,174,210,105,36,177,139,3,6,0.245,0.829,12.738,11.515,8.082,10.492,4.721,1.637,7.620,6.383,0.121,0.243
Pcgf2,0,-1.09207771220183,2.55619201307937e-8,4.73361386915632,1.82457504152985e-9,847,848,870,651,491,683,592,562,996,790,154,183,41.536,39.064,36.098,28.722,22.806,34.124,26.617,25.559,42.880,36.275,6.229,7.422
Fam220a,0,-1.07753640533523,2.59894390941822e-8,5.79734546566877,1.85604699517302e-9,2555,3232,1166,905,804,655,1812,1510,1043,1327,547,430,125.294,148.884,48.380,39.929,37.344,32.725,81.469,68.673,44.903,60.933,22.124,17.439
Txndc16,0,-1.17324713003263,2.60448676428679e-8,5.72686897899313,1.86096372060964e-9,2128,2073,861,749,969,1003,1614,1924,1012,1516,485,497,104.354,95.494,35.725,33.046,45.008,50.111,72.567,87.501,43.569,69.612,19.617,20.156
Tmem120b,0,1.1861246286771,2.65964086018651e-8,4.30951820194938,1.9023296781348e-9,106,148,123,54,82,82,778,648,102,84,909,1106,5.198,6.818,5.104,2.382,3.809,4.097,34.979,29.470,4.391,3.857,36.766,44.855
2810029C07Rik,0,-2.07471569210865,2.75836297911169e-8,1.54760040395783,1.97903079924493e-9,123,169,69,48,39,39,87,96,51,57,12,15,6.032,7.785,2.863,2.118,1.811,1.949,3.912,4.366,2.196,2.617,0.485,0.608
NA,0,-1.40340324589522,2.81269331853644e-8,7.59160263097788,2.02111558596772e-9,6986,6710,6769,5301,3218,2896,5224,4084,6761,6622,1090,1091,342.583,309.100,280.862,233.881,149.471,144.689,234.875,185.736,291.076,304.070,44.087,44.247
Csn1s2a,0,1.85949768133584,2.83534730095662e-8,15.5003344074397,2.0384372589386e-9,12323,15333,48802,29363,28626,24203,1187699,1326863,169,246,2887969,2816350,604.302,706.325,2024.915,1295.501,1329.628,1209.220,53399.873,60344.211,7.276,11.296,116809.141,114219.756
Stac2,0,-1.81134623962023,2.88462903713073e-8,7.47698163767823,2.07492908774811e-9,974,1230,12513,11937,7650,6733,394,233,5306,6102,60,50,47.764,56.661,519.195,526.662,355.329,336.391,17.715,10.597,228.435,280.192,2.427,2.028
NA,0,1.03563354313515,2.99003189895446e-8,3.97419309898954,2.15404630713155e-9,294,260,459,453,483,521,244,202,393,294,293,275,14.417,11.977,19.045,19.986,22.435,26.030,10.970,9.187,16.919,13.500,11.851,11.153
Zfp267,0,-1.06177531824923,2.99003189895446e-8,4.11691682765531,2.15389121061402e-9,487,437,702,574,401,379,344,288,655,551,85,103,23.882,20.131,29.128,25.325,18.626,18.935,15.467,13.098,28.199,25.301,3.438,4.177
Gpd1,0,1.5205171811068,3.02387291286599e-8,7.44839447041327,2.17953825979781e-9,1213,1670,284,185,149,167,5753,5091,103,87,9295,10047,59.484,76.930,11.784,8.162,6.921,8.344,258.659,231.533,4.434,3.995,375.953,407.466
